source,externalId,name,address,latitude,longitude,city,country,email,website,logo,secondaryUrl,images,industry,description
helfenberlin,,Café UMA – Ayurvedische und vegetarische Spezialitäten,"Friedrich-Wilhelm-Platz 3, 12161 Berlin",52.4729163,13.3275288,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/cafe-uma-ayurvedische-und-vegetarische-spezialitaeten/,https://helfen-shop.berlin/wp-content/uploads/2020/03/a861ca87-3981-4d8c-b67d-570030cb6c66.jpg,,Café UMA – Ayurvedische und vegetarische Spezialitäten
helfenberlin,,Berliner Hutsalon Coy – art to wear,"Rosenthaler Str. 40 Hof 8, 10178 Berlin",52.5240159,13.4023943,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/berliner-hutsalon-coy-art-to-wear/,https://helfen-shop.berlin/wp-content/uploads/2020/03/1f6eea50-96fe-445b-9447-b2f09eead9c8.jpg,,"Hüte, Kappen, Mützen, Kopfschmuck in den Hackeschen Höfen in idyllische Hof 8"
helfenberlin,,The Hidden by Daniel‘s Eatery,"Heinrich-Roller-Strasse 8, 10405 Berlin",52.5299436,13.4243381,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/the-hidden-by-daniels-eatery/,https://helfen-shop.berlin/wp-content/uploads/2020/03/The-Hidden-by-Daniel%E2%80%98s-Eatery-250320-scaled.jpg,,Supperclubs & Kochevents
helfenberlin,,Flamingo Fresh Food Bar,"Neustädtische Kirchstr. 8, 10117 Berlin",52.5194237,13.3855602,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/flamingo-fresh-food-bar/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Flamingo-Fresh-Food-Bar-250320.jpg,,"Eigentlich wird Im Flamingo täglich frisch und lecker von unserem zauberhaften Team für Dich gekocht. Aber aktuell, da können wir das leider nicht, deswegen brauchen wir bitte deine Hilfe! Vielen Dank & bis bald!"
helfenberlin,,Loretta an der Spree,"Mildred-Harnack-Straße 11, 10243 Berlin",52.5056086,13.4424735,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/loretta-an-der-spree/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Loretta-an-der-Spree-240320.jpg,,"In unserem Restaurant bieten wir Ihnen geschmackvolle, deutsche Küche sowie gepflegte Bierkultur."
helfenberlin,,BurgerHouse,"Reichenberger Strasse 174, 10999 Berlin",52.49966,13.4172701,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/burgerhouse/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Teller_2.jpg,,Burger
helfenberlin,,Aromas Cafe,"Marienburger Strasse 26 A, 10405 Berlin",52.5332066,13.4287377,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/aromas-cafe/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Aromas-Cafe-240320.jpeg,,Vielen Dank für alle Unterstützer….in der Hoffnung auf ein baldiges persönliches Wiedersehen….Mit herzlichen Grüssen Katrin/Inhaberin
helfenberlin,,Restaurant Timeless,"Kaiserin-Augusta-Allee 92, 10589 Berlin",52.5255104,13.3113491,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/restaurant-timeless/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Teller_2.jpg,,Restaurant Timeless
helfenberlin,,La Cantine d’Augusta,"Langenscheidtstrasse 6/6a, 10827 Berlin",52.4891902,13.3620169,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/la-cantine-daugusta/,https://helfen-shop.berlin/wp-content/uploads/2020/03/La-Cantine-d_Augusta-240320-1.jpg,,"Wein, Käse und Feinkost"
helfenberlin,,LOCKE & GLATZE,"Greifswalder Strasse 191, 10405 Berlin",52.5357977,13.4319281,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/locke-glatze/,https://helfen-shop.berlin/wp-content/uploads/2020/03/24f99815-d2aa-4e16-b208-28bdddf09769-scaled.jpg,,28 Jahre Friseur LOCKE & GLATZE dürfen nicht untergehen. DANKE!
helfenberlin,,Naschpunkt,"Schivelbeiner Strasse 10, 10439 Berlin",52.5510876,13.4108382,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/naschpunkt/,https://helfen-shop.berlin/wp-content/uploads/2020/03/e0dbfe7d-6c46-45aa-84f2-28f77da9e5be-scaled.jpg,,"Gutscheine zu kaufen für Kuchen, Torte und Kaffee helfen uns unser junges Café zu erhalten. Danke ! Wir freuen uns bald wieder für Euch da zu sein!"
helfenberlin,,Steffi Mode & Accessoires,"Waidmannsluster Damm 189, 13469 Berlin",52.6077776,13.3225357,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/steffi-mode-accessoires/,https://helfen-shop.berlin/wp-content/uploads/2020/03/503d1e08-7518-455b-8a6c-a42e1f921416.jpg,,One Woman power..jede Hilfe zählt für mich
helfenberlin,,MASKWORLD Store,"Oranienburger Straße 86a, 10178 Berlin",52.5235626,13.3998193,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/maskworld-store/,https://helfen-shop.berlin/wp-content/uploads/2020/03/489541c6-059a-42cb-be6b-6b6340c36fb4.jpg,,"Die Anlaufstelle für Halloween, Karneval, Events und (fast) alle anderen Gelegenheiten: Im MASKWORLD Store findet Ihr auf 5 Floors eine große Auswahl Kostüme, Masken, Accessoires, original lizenzierte Sammlerstücke und vieles mehr."
helfenberlin,,Zitrone Kinderschuhe,"Reichenberger Strasse 63, 10999 Berlin",52.49533,13.4304,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/zitrone-kinderschuhe/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"Mein kleiner Kinderschuhladen liegt im Herzen Kreuzbergs. Die kleinen Füße liegen uns sehr am Herzen, deshalb bleibt uns treu, damit wir bald wieder für euch da sind. Angucken, anprobieren, wohlfühlen."
helfenberlin,,Art.City.People.: Creative Space & Craft Coffee,"Oranienburger Strasse 32, 10117 Berlin",52.5253603,13.3938946,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/art-city-people-creative-space-craft-coffee/,https://helfen-shop.berlin/wp-content/uploads/2020/03/b878b134-73a6-4918-a9fb-9511b1827d88.png,,Best Coffee? Tea? Cocktail? Russian Medovik? OK! Art-Party “Wein trinken und malen”? OK!
helfenberlin,,Mojewa Food Truck,"Braunschweiger Straße 72, 12055 Berlin",52.4708377,13.4438914,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/mojewa-food-truck/,https://helfen-shop.berlin/wp-content/uploads/2020/03/9319cd26-faf8-436b-88bc-55dd47ba022d.jpeg,,"SURRITO ist eine Fusion aus Burrito und Sushi “Sushi-Burrito” zum Beispiel mit veganen Gambas aus Konjakwurzel im Tempura Kokos Mantel gebacken oder unserem leckeren Knusprigen NO- Chicken getoppt mit knackigem Bio Gemüse.
 Don’t panic it’s organic. Danke für Eure Unterstützug!"
helfenberlin,,Friseur Kaplan,"Kaiser-Wilhelm-Straße 54, 12247 Berlin",52.4340401,13.341536,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/friseur-kaplan/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Friseur-Kaplan-250320.jpeg,,"Seit über 6 Jahren führen meine Tochter und Ich das familienfreundliche Kleinunternehmen, auch bekannt als Kiez-Friseur in Berlin-Lankwitz.
 Wir schätzen Sie sehr und sind für jede Hilfe dankbar!"
helfenberlin,,Kaiser Friedrich Herrenhemden,"Kaiser-Friedrich-Str. 1A, 10585 Berlin",52.51897,13.29905,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/kaiser-friedrich-herrenhemden/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Kaiser-Friedrich-Herrenhemden-250320.jpg,,"Bunte Herrenhemden, made in Berlin."
helfenberlin,,Gutshaus Neukladow,"Neukladower Allee 9 – 12, 14089 Berlin",52.45921,13.15693,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/gutshaus-neukladow/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Gutshaus-Neukladow_27032020.png,,"Genießen Sie täglich frische Kuchen, Snacks und regionale Speisen direkt am Havelufer im historischen Gutspark Neukladow"
helfenberlin,,HAARWERKSTATT – Alte Schönhauser Str. 42,"Alte Schönhauser Str. 42, 10119 Berlin",52.5262958,13.4077578,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/haarwerkstatt-alte-schoenhauser-str-42/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Salon-Berlin-Mitte-min-scaled.jpg,,WIR SAGEN DANKE!
helfenberlin,,Vivi’s Bazaar,"Joachim-Friedrich-Str.19, 10711 Berlin",52.4990552,13.296753,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/vivis-bazaar/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Vivi%E2%80%99s-Bazaar-240320.jpeg,,Erschwinglicher Luxus und Vintage-Mode namhafter Designer in Berlins größtem Vintage-Store am Kurfürstendamm
helfenberlin,,Schneiderei Haj,"Westfälische Straße 50 A, 10711 Berlin",52.49653,13.2921801,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/schneiderei-haj/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Schneiderei-Halensee_230320.jpg,,"Mehr Nachhaltigkeit im Kleiderschrank – reparieren statt wegwerfen. Wir ändern, passen an und machen schöner"
helfenberlin,,Haarstudio Nicole Hauß,"Waidmannsluster Damm 189, 13469 Berlin",52.6077776,13.3225357,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/haarstudio-nicole-hauss/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Haarstudio1.jpg,,"Vielen Dank, wir freuen uns auf euch!"
helfenberlin,,FUNK Optik Berlin,"Oranienburger Straße 87, 10178 Berlin",52.52355,13.4002493,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/funk-optik-berlin/,https://helfen-shop.berlin/wp-content/uploads/2020/03/a43519c4-48c0-4256-870a-b5a759104423.jpg,,"Wir sind FUNK. Eine Brillenmanufaktur. Drei Brands. Vier Optikstores.
 
 Heute ist FUNK im bayrischen Kinsau eine der letzten echten Brillenmanufakturen in Deutschland. Dort entstehen Brillen nach traditioneller Handwerkskunst mit hohem Qualitätsanspruch und nachhaltiger Prämisse. Dieter Funk und seine Frau Sashee Schuster verwenden für ihre Kollektionen z.B. Recycling- oder Vintage-Acetat und sogar Naturmaterialien., Bei FUNKoptik in Berlin Mitte erleben Sie nicht nur das gesamte eigene Produktportfolio – die Marken Dieter Funk, Sashee Schuster und FUNK Food Eyewear, sondern auch Kollektionen von Nachwuchsdesignern und etablierten Creator Brands aus der ganzen Welt. Zusätzlich ist unser Innenhof nicht nur eine Ruhe-Oase ganz in der Nähe der Hackeschen Höfe, sondern Sie können gleichzeitig einen Blick in unsere gläserne Manufaktur werfen, wo wir für Sie auch individuell Brillen nach Maß bauen.
 
 Selbstverständlich bietet das kompetente Optiker-Team den kompletten optischen Service wie Sehtest, Kontaktlinsenanpassung, Videozentrierung und dies alles mit Unterstützung modernster Geräte."
helfenberlin,,CrossFit Icke,"Wilhelm-Kabus-Straße 40, 10829 Berlin",52.4818211,13.3656658,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/crossfit-icke/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"CrossFit Icke ist ein Kiez-Fitnessstudio für CrossFit, funktionelles Training ,Yoga, Fitnesstraining für Kinder & Jugendliche. Wir sind von den aktuellen Schließungen stark betroffen."
helfenberlin,,OYA Massage im Rolling Tiger Projekt,"Reichenberger Str. 61 a, 10999 Berlin",52.4955319,13.429587,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/oya-massage-im-rolling-tiger-projekt/,,,Fantastische Massagen und Coaching
helfenberlin,,Mirage Bistrot,"Reinickendorfer Str 110, 13347 Berlin",52.5451948,13.3699057,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/mirage-bistrot/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"Das französische Mirage Bistrot im Wedding mit Gutscheinen gültig für unseren leckeren Weekend-Brunch mit den Klassikern Egg Benedict, Benecado, Florentine und Royale – wir freuen uns auf Euch!"
helfenberlin,,Hani Beauty – Hellersdorf,"Landsberger Chaussee 17, 16356 Berlin",52.5493491,13.5998086,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/hani-beauty-hellersdorf/,https://helfen-shop.berlin/wp-content/uploads/2020/03/9ea7d5f7-2408-45d0-9f42-7f97b0499ab1-scaled.jpg,,Thank You! From Hani with Love!
helfenberlin,,Myam Stix,"Landsberger Chaussee 17, 16356 Berlin",52.5493491,13.5998086,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/myam-stix/,https://helfen-shop.berlin/wp-content/uploads/2020/03/5b644a22-7d72-4f9e-9d91-aea0c134d6e8.jpg,,Wir sagen Danke!
helfenberlin,,Kutumba,"Märkische Allee 176-178, 12681 Berlin",52.5416766,13.5420959,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/kutumba/,https://helfen-shop.berlin/wp-content/uploads/2020/03/4e941c8f-503f-410c-a595-3557805cc35a.jpg,,Die Familienerlebniswelt im LeProm
helfenberlin,,La Pica de Deli Mel,"Freienwalder Strasse 14, 13055 Berlin",52.5431969,13.495324,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/la-pica-de-deli-mel/,https://helfen-shop.berlin/wp-content/uploads/2020/03/1878f06e-ba79-4faf-8588-1063be1050fc.jpg,,Chilenische Spezialitäten
helfenberlin,,Frameworks Berlin,"Reichenberger Straße 28, 10999 Berlin",52.4978174,13.421814,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/frameworks-berlin/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Frameworks-Berlin_25032020-rotated.jpeg,,The Art of sustainable Picture Framing
helfenberlin,,friedrich,"Hermann-Hesse-Straße 20, 13156 Berlin",52.58056,13.3994801,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/friedrich/,https://helfen-shop.berlin/wp-content/uploads/2020/03/friedrich_27032020.jpg,,"Gestatten, friedrich! Vielen Dank für eure Unterstützung und bis bald!"
helfenberlin,,Bs Aufs Messer Records,"Marchlewski Strasse 107, 10243 Berlin",52.5080724,13.4494821,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/bs-aufs-messer-records/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Bs-Aufs-Messer-Records-240320.jpg,,"Wir sind ein Plattenladen in Berlin, der vorwiegend mit Vinyl & Tapes handelt. Dabei konzentrieren wir uns auf Genre / Bands weitab vom Mainstream"
helfenberlin,,auszeit,"Hermann-Hesse-Straße 15, 13156 Berlin",52.5802437,13.4010095,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/auszeit/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Auszeit.jpg,,auszeit cafe+restaurant+bar aus Pankow/Niederschönhausen. Wir bedanken uns recht herzlich bei allen die uns in dieser Zeit unterstützen! Vielen Dank und hoffentlich bis bald!
helfenberlin,,juggleHUB Coworking,"Christburger Strasse 23, 10405 Berlin",52.5347729,13.4305697,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/jugglehub-coworking/,https://helfen-shop.berlin/wp-content/uploads/2020/03/juggleHUB-Coworking-240320-1.jpeg,,Coworking und Café mit optionaler flexibler Kinderbetreuung
helfenberlin,,Beba,"Niederkirchnerstrasse 7, 10963 Berlin",52.5070801,13.381871,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/beba/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Beba-240320.png,,Beba can now feed you at home! Spoil yourself with treats for the weekend (more details on our website)
helfenberlin,,Miss Green Bean,"Brandenburger Straße 34, 14467 Berlin",52.4007296,13.05818,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/miss-green-bean/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Kaffee_2.jpg,,Zweites Zuhause – Café mit homemade gesundem Essen und Bio-Kaffee
helfenberlin,,Haarwerkstatt BLACK LABEL Berlin,"Alte Schönhauser Str. 9, 10119 Berlin",52.5272524,13.4079319,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/haarwerkstatt-black-label-berlin/,https://helfen-shop.berlin/wp-content/uploads/2020/03/HAARWERKSTATT-GmbH-240320-1.jpg,,WIR SAGEN DANKE!
helfenberlin,,healthy glow I Airbrush I Tanning I Beauty,"Kleine Hamburger Str. 3, 10115 Berlin",52.52814,13.39442,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/healthy-glow-i-airbrush-i-tanning-i-beauty/,https://helfen-shop.berlin/wp-content/uploads/2020/03/healthy-glow-I-Airbrush-I-Tanning-I-Beauty-230320-scaled.jpg,,"healthy glow ist ein Kosmetikstudio in Berlin-Mitte, das von und mit seinen Kundinnen und Kundinnen lebt. Als Alleinkämpferin bin ich, Franzi, vor allem nachdem die Krise überstanden ist, mehr denn je auf die Unterstützung meiner Kundschaft angewiesen."
helfenberlin,,Enoiteca IL Calice,"Walter-Benjamin-Platz 4, 10629 Berlin",52.50215,13.31491,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/enoiteca-il-calice-2/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Enoiteca-IL-Calice_23032020.jpg,,"Italian Fine Dining, Forza e coraggio !"
helfenberlin,,Mama Shabz,"Reichenberger Str. 61a, 10999 Berlin",52.4955319,13.429587,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/mama-shabz/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"Mama Shabz schöpft aus einer Vielzahl von Ernährungsphilosophien aus ihrer Heimat. Frisch gezüchtete Produkte, über Generationen hinweg bewährte Kochtechniken und vor allem Rezepte und Erinnerungen, die sie von ihrer Mutter mitbekommen hat., Wir bei Mama Shabz feiern die traditionelle pakistanische Küche im wahrsten Sinne des Wortes. Jedes Gericht und jeder Löffel ist ein großzügiger Ausdruck unserer Liebe für wahren pakistanischen Küche. Von Lahore auf Ihren Tisch, endlich eine Chance, pakistanisches Essen so zu erleben, wie es gedacht war!"
helfenberlin,,Trattoria Martinello,"Reichenbergerstraße 73, 10999 Berlin",52.4943465,13.4338347,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/trattoria-martinello/,,,Trattoria Martinello braucht deine Hilfe!
helfenberlin,,POPILUXE,"Wilmersdorfer Str.107a, 10629 Berlin",52.5048807,13.3074666,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/popiluxe/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,ACCESSOIRES FEMININS ET COLORÉS
helfenberlin,,LichtMal/Zentrum für Freunde der Schwarz-Weiss-Fotografie e.V.,"Kopenhagener Straße 14, 10437 Berlin",52.5491625,13.4089463,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/lichtmal-zentrum-fuer-freunde-der-schwarz-weiss-fotografie-e-v/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"Wir sind ein Verein, der die analoge Schwarz-Weiss-Fotografie pflegt und fördert. Dazu führen wir regelmäßig Fotokurse durch."
helfenberlin,,Wo man sich Zuhause fühlt,"Heinrich-Böll-Straße 2, 13156 Berlin",52.5872594,13.4023144,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/wo-man-sich-zuhause-fuehlt/,https://helfen-shop.berlin/wp-content/uploads/2020/03/d587073b-c1cc-433e-b2fc-279c95aeb5d9.png,,Familiencafe
helfenberlin,,siebenSchön- unabhängige Dr.Juchheim-Beratung,"Wilmersdorfer Straße 7, 10585 Berlin",52.5176731,13.3042608,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/siebenschoen-unabhaengige-dr-juchheim-beratung/,https://helfen-shop.berlin/wp-content/uploads/2020/03/943d44de-b2b0-49f4-b9aa-1db15cc00e01-scaled.jpg,,"Das siebenSchön ist ein kleiner, feiner Kosmetiksalon in Charlottenburg, das Professionalität, Ästhetik und Ruhe miteinander verbindet.
 Ich wünsche mir sehr, dass das auch nach der Krise lange so bleibt.
 Dafür wünsche ich mir Deine Unterstützung. Vielen Dank."
helfenberlin,,Il buco di Heidi – Caffe e Ristoro,"Schönhauser Allee 177a, 10119 Berlin",52.5313228,13.4116342,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/il-buco-di-heidi-caffe-e-ristoro/,https://helfen-shop.berlin/wp-content/uploads/2020/03/89d61eba-6798-4a1c-a056-ea2f4225aac4.jpeg,,Italienisches Cafe mit Mittagstisch
helfenberlin,,Luisa Serafin Clothing,"Henriette-Herz-Platz 4, 10178 Berlin",52.5222855,13.4028304,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/luisa-serafin-clothing/,https://helfen-shop.berlin/wp-content/uploads/2020/03/78a1922c-96a0-4aae-ad3a-925fa60ef388-scaled.jpg,,Italienische Mode und Stilberatung
helfenberlin,,Evin Pizza Pasta,"Kurfürstenstr. 101-104, 10787 Berlin",52.5045024,13.3423471,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/evin-pizza-pasta/,https://helfen-shop.berlin/wp-content/uploads/2020/03/Hand_1.jpg,,"Wir haben leider keinen Lieferservice der ums retten könnte, haben kürzlich einen Kredit gezogen und in den Laden investiert. Wir wollen nicht in die Insolvenz und daher suchen wir jede mögliche Hilfe."
helfenberlin,,Die Hütte Pizzeria,"Kopenhagener Straße 17, 10437 Berlin",52.5491863,13.4075671,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/die-huette-pizzeria/,https://helfen-shop.berlin/wp-content/uploads/2020/03/7bbf1007-12f3-4510-b89a-392a8ca22eb3.png,,Die Hütte oder auch Pizzahütte seit 2009 in der Kopenhagener Straße. Zwischen 2014 und 2018 in der Willner Brauerei.
helfenberlin,,Kohlenquelle,"Kopenhagener Straße 16, 10437 Berlin",52.5491715,13.4083151,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/kohlenquelle/,https://helfen-shop.berlin/wp-content/uploads/2020/03/aa98b3da-b18a-4ef7-b7dc-f0c18829975e.jpeg,,Die Kohlenquelle auch Koppe genannt sonnt sich seit 20 Jahren an der Ecke Sonnenburger Straße
helfenberlin,,Fotowalks Berlin,"Romy-Schneider-Str. 13, 13599 Berlin",52.54676,13.22514,Berlin,Germany,,,,https://helfen-shop.berlin/dein-unternehmen/fotowalks-berlin/,https://helfen-shop.berlin/wp-content/uploads/2020/03/a307c5da-adbb-49eb-a563-9a88f1cd582d.jpg,,Fotowalks Berlin bietet Fotokurse (Indoor und Outdoor) und Fotospaziergänge zu verschiedensten Themen in kleinen Gruppen für Einsteiger bis Fortgeschrittene sowie Einzelunterricht in und um Berlin an.
